Date,Unit,Minimum,Maximum,Average,Market
2016-12-06,Kg,25,35,30.0,Tomato
2019-02-26,Kg,30,35,32.5,Tomato
2018-03-18,Kg,45,50,47.5,Tomato
2016-10-25,Kg,50,60,55.0,Tomato
2014-11-29,Kg,28,32,30.0,Tomato
2017-02-07,Kg,10,20,15.0,Tomato
2017-02-25,Kg,15,20,17.5,Tomato
2019-09-11,Kg,40,45,42.5,Tomato
2020-04-25,Kg,20,25,22.5,Tomato
2020-01-19,Kg,25,30,27.5,Tomato
2019-05-22,Kg,80,90,85.0,Tomato
2014-03-12,Kg,45,50,47.5,Tomato
2013-08-26,Kg,28,32,30.0,Tomato
2015-11-22,Kg,60,70,65.0,Tomato
2020-04-29,Kg,20,25,22.5,Tomato
2014-10-09,Kg,28,35,31.5,Tomato
2019-11-12,Kg,40,50,45.0,Tomato
2021-05-07,Kg,15,20,17.5,Tomato
2013-12-18,Kg,22,28,25.0,Tomato
2018-10-07,Kg,70,80,75.0,Tomato
2015-06-15,Kg,38,43,40.5,Tomato
2016-06-27,Kg,50,55,52.5,Tomato
2019-09-06,Kg,30,35,32.5,Tomato
2018-01-05,Kg,30,35,32.5,Tomato
2015-12-06,Kg,40,50,45.0,Tomato
2018-10-30,Kg,30,35,32.5,Tomato
2017-12-30,Kg,20,25,22.5,Tomato
2014-01-14,Kg,30,35,32.5,Tomato
2018-01-25,Kg,20,25,22.5,Tomato
2017-05-28,Kg,30,35,32.5,Tomato
2017-08-23,Kg,65,70,67.5,Tomato
2018-11-22,Kg,20,25,22.5,Tomato
2017-01-22,Kg,20,30,25.0,Tomato
2021-01-21,Kg,10,20,15.0,Tomato
2015-11-01,Kg,20,30,25.0,Tomato
2018-10-04,Kg,50,55,52.5,Tomato
2019-08-05,Kg,50,55,52.5,Tomato
2018-06-27,Kg,28,33,30.5,Tomato
2019-08-17,Kg,75,85,80.0,Tomato
2020-10-24,Kg,75,85,80.0,Tomato
2015-07-27,Kg,40,50,45.0,Tomato
2020-03-22,Kg,50,55,52.5,Tomato
2020-05-15,Kg,30,35,32.5,Tomato
2020-07-26,Kg,28,35,31.5,Tomato
2015-07-28,Kg,40,50,45.0,Tomato
2015-03-14,Kg,30,35,32.5,Tomato
2019-12-23,Kg,35,40,37.5,Tomato
2013-09-03,Kg,40,45,42.5,Tomato
2016-05-11,Kg,50,60,55.0,Tomato
2014-06-12,Kg,24,30,27.0,Tomato
2017-01-01,Kg,20,30,25.0,Tomato
2020-05-16,Kg,30,35,32.5,Tomato
2019-06-26,Kg,20,25,22.5,Tomato
2018-02-05,Kg,25,30,27.5,Tomato
2019-02-02,Kg,20,25,22.5,Tomato
2018-01-22,Kg,25,30,27.5,Tomato
2020-11-28,Kg,45,52,48.5,Tomato
2020-10-29,Kg,45,55,50.0,Tomato
2019-12-09,Kg,40,50,45.0,Tomato
2016-02-04,Kg,30,35,32.5,Tomato
2015-02-26,Kg,12,16,14.0,Tomato
2019-01-05,Kg,22,28,25.0,Tomato
2015-12-18,Kg,40,50,45.0,Tomato
2020-07-21,Kg,15,20,17.5,Tomato
2020-03-21,Kg,35,40,37.5,Tomato
2015-09-14,Kg,35,45,40.0,Tomato
2017-09-01,Kg,30,35,32.5,Tomato
2013-08-19,Kg,35,40,37.5,Tomato
2015-07-09,Kg,50,60,55.0,Tomato
2016-07-08,Kg,60,70,65.0,Tomato
2015-12-14,Kg,45,50,47.5,Tomato
2018-11-04,Kg,25,30,27.5,Tomato
2017-11-02,Kg,90,95,92.5,Tomato
2016-01-31,Kg,15,20,17.5,Tomato
2014-11-18,Kg,15,20,17.5,Tomato
2014-11-10,Kg,22,28,25.0,Tomato
2013-06-16,Kg,26,32,29.0,Tomato
2019-07-06,Kg,35,40,37.5,Tomato
2017-12-16,Kg,35,40,37.5,Tomato
2014-01-26,Kg,18,20,19.0,Tomato
2019-10-27,Kg,80,90,85.0,Tomato
2019-08-02,Kg,60,65,62.5,Tomato
2015-02-19,Kg,12,18,15.0,Tomato
2015-03-21,Kg,50,60,55.0,Tomato
2016-04-12,Kg,22,30,26.0,Tomato
2014-09-05,Kg,28,35,31.5,Tomato
2018-05-09,Kg,20,25,22.5,Tomato
2016-11-18,Kg,25,35,30.0,Tomato
2017-07-06,Kg,20,25,22.5,Tomato
2019-05-17,Kg,75,80,77.5,Tomato
2014-08-10,Kg,22,26,24.0,Tomato
2015-11-09,Kg,50,60,55.0,Tomato
2014-11-28,Kg,28,32,30.0,Tomato
2016-08-25,Kg,50,55,52.5,Tomato
2019-06-20,Kg,30,35,32.5,Tomato
2017-04-03,Kg,30,35,32.5,Tomato
2019-06-14,Kg,40,45,42.5,Tomato
2014-11-01,Kg,28,32,30.0,Tomato
2017-09-22,Kg,65,75,70.0,Tomato
2020-02-28,Kg,10,15,12.5,Tomato
2021-02-08,Kg,15,20,17.5,Tomato
2019-11-27,Kg,20,30,25.0,Tomato
2018-10-26,Kg,25,30,27.5,Tomato
2021-05-03,Kg,15,20,17.5,Tomato
2019-07-27,Kg,40,45,42.5,Tomato
2018-04-01,Kg,35,40,37.5,Tomato
2019-09-15,Kg,30,35,32.5,Tomato
2015-05-04,Kg,30,35,32.5,Tomato
2015-01-13,Kg,20,25,22.5,Tomato
2021-02-22,Kg,10,15,12.5,Tomato
2018-02-18,Kg,25,30,27.5,Tomato
2017-10-25,Kg,45,50,47.5,Tomato
2017-06-05,Kg,50,55,52.5,Tomato
2019-09-21,Kg,35,40,37.5,Tomato
2015-06-21,Kg,35,40,37.5,Tomato
2013-08-05,Kg,25,30,27.5,Tomato
2016-12-16,Kg,28,35,31.5,Tomato
2019-12-07,Kg,45,50,47.5,Tomato
2016-08-30,Kg,45,55,50.0,Tomato
2013-09-29,Kg,35,40,37.5,Tomato
2016-05-09,Kg,50,60,55.0,Tomato
2013-09-20,Kg,35,40,37.5,Tomato
2016-11-04,Kg,35,45,40.0,Tomato
2015-04-12,Kg,35,40,37.5,Tomato
2018-06-13,Kg,30,38,34.0,Tomato
2020-11-03,Kg,42,50,46.0,Tomato
2017-03-14,Kg,30,35,32.5,Tomato
2021-01-06,Kg,35,45,40.0,Tomato
2021-02-26,Kg,15,20,17.5,Tomato
2017-06-19,Kg,35,40,37.5,Tomato
2018-04-11,Kg,23,26,24.5,Tomato
2018-09-07,Kg,40,45,42.5,Tomato
2015-03-26,Kg,40,50,45.0,Tomato
2015-02-13,Kg,16,20,18.0,Tomato
2016-12-30,Kg,20,25,22.5,Tomato
2019-06-18,Kg,30,35,32.5,Tomato
2015-01-23,Kg,25,30,27.5,Tomato
2016-11-03,Kg,35,45,40.0,Tomato
2019-06-05,Kg,40,48,44.0,Tomato
2019-03-05,Kg,35,40,37.5,Tomato
2020-12-31,Kg,40,45,42.5,Tomato
2016-07-19,Kg,50,60,55.0,Tomato
2017-03-06,Kg,24,30,27.0,Tomato
2018-06-01,Kg,35,40,37.5,Tomato
2017-06-30,Kg,25,30,27.5,Tomato
2017-04-21,Kg,25,30,27.5,Tomato
2014-12-27,Kg,40,45,42.5,Tomato
2020-02-08,Kg,15,20,17.5,Tomato
2020-07-02,Kg,10,15,12.5,Tomato
2016-02-12,Kg,25,30,27.5,Tomato
2015-03-11,Kg,38,40,39.0,Tomato
2019-09-10,Kg,40,45,42.5,Tomato
2020-10-12,Kg,65,70,67.5,Tomato
2014-06-15,Kg,22,26,24.0,Tomato
2019-02-14,Kg,20,25,22.5,Tomato
2016-09-26,Kg,50,60,55.0,Tomato
2016-02-23,Kg,20,30,25.0,Tomato
2015-05-17,Kg,30,35,32.5,Tomato
2013-09-09,Kg,55,60,57.5,Tomato
2016-09-22,Kg,40,50,45.0,Tomato
2020-03-13,Kg,30,35,32.5,Tomato
2017-04-10,Kg,25,30,27.5,Tomato
2019-05-29,Kg,65,75,70.0,Tomato
2015-10-03,Kg,16,24,20.0,Tomato
2020-06-23,Kg,15,20,17.5,Tomato
2014-08-26,Kg,60,65,62.5,Tomato
2016-05-16,Kg,50,55,52.5,Tomato
2018-05-22,Kg,25,30,27.5,Tomato
2019-08-25,Kg,70,75,72.5,Tomato
2020-08-20,Kg,65,70,67.5,Tomato
2013-07-30,Kg,38,42,40.0,Tomato
2017-09-27,Kg,55,60,57.5,Tomato
2019-06-03,Kg,65,70,67.5,Tomato
2020-09-15,Kg,75,80,77.5,Tomato
2013-07-12,Kg,44,48,46.0,Tomato
2015-06-18,Kg,35,40,37.5,Tomato
2020-05-03,Kg,25,30,27.5,Tomato
2018-09-09,Kg,45,50,47.5,Tomato
2019-08-09,Kg,60,65,62.5,Tomato
2018-08-15,Kg,30,35,32.5,Tomato
2017-11-21,Kg,45,50,47.5,Tomato
2016-09-21,Kg,48,55,51.5,Tomato
2014-01-09,Kg,30,35,32.5,Tomato
2016-12-25,Kg,25,35,30.0,Tomato
2020-02-16,Kg,20,25,22.5,Tomato
2014-02-23,Kg,25,30,27.5,Tomato
2017-02-19,Kg,15,20,17.5,Tomato
2021-04-10,Kg,30,40,35.0,Tomato
2018-01-24,Kg,20,25,22.5,Tomato
2014-11-02,Kg,26,30,28.0,Tomato
2013-12-12,Kg,25,30,27.5,Tomato
2013-07-16,Kg,48,52,50.0,Tomato
2014-03-05,Kg,45,52,48.5,Tomato
2018-07-22,Kg,15,20,17.5,Tomato
2016-07-07,Kg,60,70,65.0,Tomato
2015-07-07,Kg,50,60,55.0,Tomato
2017-08-13,Kg,60,65,62.5,Tomato
2020-07-28,Kg,40,50,45.0,Tomato
2017-06-14,Kg,40,45,42.5,Tomato
2014-09-30,Kg,55,65,60.0,Tomato
2016-03-11,Kg,25,30,27.5,Tomato
2016-09-25,Kg,45,55,50.0,Tomato
2014-01-21,Kg,18,25,21.5,Tomato
2015-03-16,Kg,40,44,42.0,Tomato
2018-05-19,Kg,20,25,22.5,Tomato
2017-06-10,Kg,45,50,47.5,Tomato
2016-10-15,Kg,50,54,52.0,Tomato
2014-10-24,Kg,42,58,50.0,Tomato
2020-09-07,Kg,45,50,47.5,Tomato
2015-07-06,Kg,40,50,45.0,Tomato
2020-08-30,Kg,70,75,72.5,Tomato
2015-09-23,Kg,25,35,30.0,Tomato
2014-10-14,Kg,48,55,51.5,Tomato
2016-04-28,Kg,38,45,41.5,Tomato
2019-09-20,Kg,30,40,35.0,Tomato
2013-12-08,Kg,25,30,27.5,Tomato
2016-11-27,Kg,30,40,35.0,Tomato
2018-07-09,Kg,25,30,27.5,Tomato
2016-10-28,Kg,40,50,45.0,Tomato
2021-01-14,Kg,15,20,17.5,Tomato
2020-12-19,Kg,40,50,45.0,Tomato
2021-01-12,Kg,15,25,20.0,Tomato
2017-07-14,Kg,30,35,32.5,Tomato
2016-05-15,Kg,60,65,62.5,Tomato
2020-06-13,Kg,20,25,22.5,Tomato
2017-01-13,Kg,20,30,25.0,Tomato
2020-03-12,Kg,25,30,27.5,Tomato
2019-11-26,Kg,25,30,27.5,Tomato
2019-05-19,Kg,75,80,77.5,Tomato
2017-04-20,Kg,30,35,32.5,Tomato
2013-11-26,Kg,60,70,65.0,Tomato
2019-11-15,Kg,35,45,40.0,Tomato
2019-05-13,Kg,85,90,87.5,Tomato
2017-06-02,Kg,30,35,32.5,Tomato
2014-01-06,Kg,30,35,32.5,Tomato
2016-04-24,Kg,30,35,32.5,Tomato
2017-07-29,Kg,45,50,47.5,Tomato
2020-06-22,Kg,15,20,17.5,Tomato
2017-12-29,Kg,20,25,22.5,Tomato
2018-02-27,Kg,30,35,32.5,Tomato
2017-07-19,Kg,35,40,37.5,Tomato
2014-11-14,Kg,18,22,20.0,Tomato
2021-02-14,Kg,15,20,17.5,Tomato
2020-02-29,Kg,12,20,16.0,Tomato
2014-06-18,Kg,15,20,17.5,Tomato
2018-06-26,Kg,30,35,32.5,Tomato
2016-08-11,Kg,50,60,55.0,Tomato
2013-12-01,Kg,45,50,47.5,Tomato
2018-02-04,Kg,20,25,22.5,Tomato
2020-03-26,Kg,75,80,77.5,Tomato
2016-09-19,Kg,40,50,45.0,Tomato
2021-05-09,Kg,10,15,12.5,Tomato
2019-03-10,Kg,40,45,42.5,Tomato
2013-12-04,Kg,40,45,42.5,Tomato
2018-07-23,Kg,15,20,17.5,Tomato
2020-08-27,Kg,50,55,52.5,Tomato
2014-03-13,Kg,52,58,55.0,Tomato
2019-07-22,Kg,60,65,62.5,Tomato
2018-08-25,Kg,20,25,22.5,Tomato
2014-06-04,Kg,35,40,37.5,Tomato
2018-02-20,Kg,25,30,27.5,Tomato
2013-10-08,Kg,55,60,57.5,Tomato
2015-10-24,Kg,30,35,32.5,Tomato
2019-07-20,Kg,65,70,67.5,Tomato
2014-07-03,Kg,15,20,17.5,Tomato
2021-03-31,Kg,45,50,47.5,Tomato
2015-04-23,Kg,30,35,32.5,Tomato
2014-05-19,Kg,22,26,24.0,Tomato
2019-04-26,Kg,38,40,39.0,Tomato
2019-12-11,Kg,35,45,40.0,Tomato
2013-10-25,Kg,35,45,40.0,Tomato
2018-05-31,Kg,40,45,42.5,Tomato
2016-09-09,Kg,35,45,40.0,Tomato
2020-04-26,Kg,20,25,22.5,Tomato
2016-04-19,Kg,15,20,17.5,Tomato
2019-09-26,Kg,35,40,37.5,Tomato
2019-12-12,Kg,35,40,37.5,Tomato
2014-09-09,Kg,22,28,25.0,Tomato
2020-04-30,Kg,20,25,22.5,Tomato
2015-03-13,Kg,30,36,33.0,Tomato
2013-08-13,Kg,25,30,27.5,Tomato
2014-07-13,Kg,12,18,15.0,Tomato
2014-12-12,Kg,22,26,24.0,Tomato
2017-07-15,Kg,27,33,30.0,Tomato
2015-04-27,Kg,35,35,35.0,Tomato
2016-11-13,Kg,30,40,35.0,Tomato
2017-01-21,Kg,25,30,27.5,Tomato
2016-12-21,Kg,30,40,35.0,Tomato
2017-05-20,Kg,45,50,47.5,Tomato
2015-05-26,Kg,70,75,72.5,Tomato
2018-12-05,Kg,15,20,17.5,Tomato
2018-01-29,Kg,15,20,17.5,Tomato
2016-01-15,Kg,15,20,17.5,Tomato
2016-05-04,Kg,50,60,55.0,Tomato
2013-09-06,Kg,50,55,52.5,Tomato
2016-06-18,Kg,25,40,32.5,Tomato
2017-11-09,Kg,75,80,77.5,Tomato
2014-08-06,Kg,28,32,30.0,Tomato
2020-06-10,Kg,25,30,27.5,Tomato
2019-08-29,Kg,45,55,50.0,Tomato
2020-11-22,Kg,30,40,35.0,Tomato
2019-05-30,Kg,70,80,75.0,Tomato
2016-12-15,Kg,30,35,32.5,Tomato
2015-06-25,Kg,35,43,39.0,Tomato
2018-01-27,Kg,15,20,17.5,Tomato
2018-08-10,Kg,43,47,45.0,Tomato
2018-11-14,Kg,20,25,22.5,Tomato
2020-08-16,Kg,25,30,27.5,Tomato
2019-06-30,Kg,20,25,22.5,Tomato
2019-11-06,Kg,80,90,85.0,Tomato
2016-01-05,Kg,25,30,27.5,Tomato
2017-02-09,Kg,15,20,17.5,Tomato
2019-02-18,Kg,20,25,22.5,Tomato
2014-12-25,Kg,35,45,40.0,Tomato
2021-02-16,Kg,15,20,17.5,Tomato
2014-01-05,Kg,30,35,32.5,Tomato
2015-10-13,Kg,20,25,22.5,Tomato
2019-02-22,Kg,30,35,32.5,Tomato
2019-07-07,Kg,40,45,42.5,Tomato
2014-09-15,Kg,46,52,49.0,Tomato
2020-08-05,Kg,40,45,42.5,Tomato
2018-08-08,Kg,33,35,34.0,Tomato
2013-10-02,Kg,40,45,42.5,Tomato
2018-01-16,Kg,35,40,37.5,Tomato
2019-11-08,Kg,60,70,65.0,Tomato
2020-11-23,Kg,40,45,42.5,Tomato
2014-11-21,Kg,16,20,18.0,Tomato
2014-06-23,Kg,18,20,19.0,Tomato
2020-08-04,Kg,40,45,42.5,Tomato
2014-04-20,Kg,35,40,37.5,Tomato
2018-03-21,Kg,50,55,52.5,Tomato
2017-01-15,Kg,20,30,25.0,Tomato
2015-11-12,Kg,50,60,55.0,Tomato
2014-10-26,Kg,25,30,27.5,Tomato
2013-12-29,Kg,32,36,34.0,Tomato
2015-06-14,Kg,50,55,52.5,Tomato
2020-04-01,Kg,45,50,47.5,Tomato
2016-09-30,Kg,50,60,55.0,Tomato
2014-06-30,Kg,16,20,18.0,Tomato
2019-01-21,Kg,20,25,22.5,Tomato
2014-06-10,Kg,30,36,33.0,Tomato
2018-05-27,Kg,35,40,37.5,Tomato
2015-05-07,Kg,55,60,57.5,Tomato
2020-11-21,Kg,35,40,37.5,Tomato
2021-03-14,Kg,20,25,22.5,Tomato
2018-06-12,Kg,40,45,42.5,Tomato
2019-10-31,Kg,80,90,85.0,Tomato
2021-03-05,Kg,12,15,13.5,Tomato
2015-09-22,Kg,20,25,22.5,Tomato
2015-09-26,Kg,18,26,22.0,Tomato
2015-05-22,Kg,60,65,62.5,Tomato
2016-06-01,Kg,50,60,55.0,Tomato
2015-09-02,Kg,30,40,35.0,Tomato
2016-06-08,Kg,50,60,55.0,Tomato
2016-10-13,Kg,55,65,60.0,Tomato
2017-06-09,Kg,50,55,52.5,Tomato
2016-05-13,Kg,50,60,55.0,Tomato
2019-02-25,Kg,30,35,32.5,Tomato
2017-09-07,Kg,45,50,47.5,Tomato
2014-11-20,Kg,15,20,17.5,Tomato
2021-02-17,Kg,15,20,17.5,Tomato
2014-01-24,Kg,18,25,21.5,Tomato
2013-09-27,Kg,35,40,37.5,Tomato
2015-05-20,Kg,35,40,37.5,Tomato
2017-06-18,Kg,35,40,37.5,Tomato
2017-12-03,Kg,60,70,65.0,Tomato
2020-06-04,Kg,15,20,17.5,Tomato
2019-05-09,Kg,60,65,62.5,Tomato
2015-01-27,Kg,20,22,21.0,Tomato
2016-06-20,Kg,40,50,45.0,Tomato
2017-09-26,Kg,55,60,57.5,Tomato
2021-03-18,Kg,15,20,17.5,Tomato
2019-01-18,Kg,25,30,27.5,Tomato
2016-01-06,Kg,20,30,25.0,Tomato
2015-01-31,Kg,15,20,17.5,Tomato
2015-12-12,Kg,45,58,51.5,Tomato
2016-07-03,Kg,60,70,65.0,Tomato
2016-01-29,Kg,20,25,22.5,Tomato
2019-08-03,Kg,55,60,57.5,Tomato
2018-08-03,Kg,20,25,22.5,Tomato
2017-10-17,Kg,45,55,50.0,Tomato
2020-01-14,Kg,35,40,37.5,Tomato
2016-03-10,Kg,25,30,27.5,Tomato
2020-12-04,Kg,45,55,50.0,Tomato
2020-02-24,Kg,15,20,17.5,Tomato
2019-08-15,Kg,75,80,77.5,Tomato
2016-09-18,Kg,50,60,55.0,Tomato
2021-03-07,Kg,15,20,17.5,Tomato
2018-01-28,Kg,16,20,18.0,Tomato
2017-07-11,Kg,20,25,22.5,Tomato
2019-03-28,Kg,45,50,47.5,Tomato
2018-12-29,Kg,15,20,17.5,Tomato
2019-07-12,Kg,45,50,47.5,Tomato
2014-11-03,Kg,28,32,30.0,Tomato
2013-07-02,Kg,15,20,17.5,Tomato
2020-08-22,Kg,60,65,62.5,Tomato
2014-10-29,Kg,25,30,27.5,Tomato
2019-11-11,Kg,45,55,50.0,Tomato
2016-10-07,Kg,60,70,65.0,Tomato
2017-02-06,Kg,10,20,15.0,Tomato
2020-03-23,Kg,55,60,57.5,Tomato
2015-12-05,Kg,42,52,47.0,Tomato
2019-07-19,Kg,65,70,67.5,Tomato
2016-05-14,Kg,55,60,57.5,Tomato
2020-07-10,Kg,12,18,15.0,Tomato
2017-01-27,Kg,15,20,17.5,Tomato
2020-05-28,Kg,20,25,22.5,Tomato
2016-06-06,Kg,70,80,75.0,Tomato
2021-01-01,Kg,40,45,42.5,Tomato
2018-03-19,Kg,50,55,52.5,Tomato
2014-03-19,Kg,35,40,37.5,Tomato
2020-11-30,Kg,40,45,42.5,Tomato
2015-02-06,Kg,14,18,16.0,Tomato
2020-09-27,Kg,65,70,67.5,Tomato
2018-07-10,Kg,25,30,27.5,Tomato
2015-01-05,Kg,30,40,35.0,Tomato
2019-01-28,Kg,15,20,17.5,Tomato
2015-03-23,Kg,50,55,52.5,Tomato
2019-07-26,Kg,45,50,47.5,Tomato
2016-11-09,Kg,30,40,35.0,Tomato
2016-06-22,Kg,50,60,55.0,Tomato
2017-05-05,Kg,25,30,27.5,Tomato
2021-03-24,Kg,40,50,45.0,Tomato
2016-07-10,Kg,60,70,65.0,Tomato
2018-09-26,Kg,38,43,40.5,Tomato
2016-02-25,Kg,20,30,25.0,Tomato
2015-02-02,Kg,15,20,17.5,Tomato
2014-07-16,Kg,10,15,12.5,Tomato
2013-11-29,Kg,45,55,50.0,Tomato
2014-05-06,Kg,15,20,17.5,Tomato
2017-05-16,Kg,40,50,45.0,Tomato
2017-12-08,Kg,75,80,77.5,Tomato
2016-08-18,Kg,50,60,55.0,Tomato
2020-05-24,Kg,15,20,17.5,Tomato
2013-12-05,Kg,25,30,27.5,Tomato
2015-07-13,Kg,60,70,65.0,Tomato
2015-05-21,Kg,35,40,37.5,Tomato
2020-03-20,Kg,35,40,37.5,Tomato
2018-11-25,Kg,18,25,21.5,Tomato
2015-05-11,Kg,50,52,51.0,Tomato
2015-12-23,Kg,40,50,45.0,Tomato
2019-11-03,Kg,60,65,62.5,Tomato
2019-07-30,Kg,50,60,55.0,Tomato
2014-06-09,Kg,35,40,37.5,Tomato
2014-09-03,Kg,36,42,39.0,Tomato
2019-06-27,Kg,20,25,22.5,Tomato
2020-06-27,Kg,25,30,27.5,Tomato
2018-10-16,Kg,45,52,48.5,Tomato
2019-12-20,Kg,20,30,25.0,Tomato
2017-09-05,Kg,45,50,47.5,Tomato
2017-03-25,Kg,25,30,27.5,Tomato
2014-08-24,Kg,50,55,52.5,Tomato
2017-09-08,Kg,45,50,47.5,Tomato
2020-06-11,Kg,25,30,27.5,Tomato
2019-10-23,Kg,50,55,52.5,Tomato
2021-02-03,Kg,15,20,17.5,Tomato
2018-09-05,Kg,40,47,43.5,Tomato
2013-07-22,Kg,28,32,30.0,Tomato
2013-12-19,Kg,22,28,25.0,Tomato
2015-07-25,Kg,40,50,45.0,Tomato
2019-04-05,Kg,35,40,37.5,Tomato
2020-02-04,Kg,15,20,17.5,Tomato
2015-04-26,Kg,35,40,37.5,Tomato
2019-07-24,Kg,45,50,47.5,Tomato
2013-08-15,Kg,25,32,28.5,Tomato
2015-10-25,Kg,20,30,25.0,Tomato
2015-07-15,Kg,50,60,55.0,Tomato
2019-05-01,Kg,70,75,72.5,Tomato
2016-02-19,Kg,25,30,27.5,Tomato
2018-04-21,Kg,26,33,29.5,Tomato
2016-03-13,Kg,25,30,27.5,Tomato
2017-05-22,Kg,30,35,32.5,Tomato
2016-08-22,Kg,40,50,45.0,Tomato
2019-08-31,Kg,45,50,47.5,Tomato
2016-01-09,Kg,15,20,17.5,Tomato
2016-07-23,Kg,58,65,61.5,Tomato
2019-09-09,Kg,45,50,47.5,Tomato
2020-05-08,Kg,25,30,27.5,Tomato
2019-07-29,Kg,45,50,47.5,Tomato
2013-07-29,Kg,42,46,44.0,Tomato
2017-11-30,Kg,55,60,57.5,Tomato
2017-08-26,Kg,50,55,52.5,Tomato
2019-08-21,Kg,85,95,90.0,Tomato
2019-06-06,Kg,40,45,42.5,Tomato
2016-08-28,Kg,50,60,55.0,Tomato
2017-12-09,Kg,75,80,77.5,Tomato
2015-05-24,Kg,70,75,72.5,Tomato
2016-07-12,Kg,60,70,65.0,Tomato
2016-02-11,Kg,25,30,27.5,Tomato
2018-04-18,Kg,20,25,22.5,Tomato
2018-11-23,Kg,18,25,21.5,Tomato
2013-10-10,Kg,75,80,77.5,Tomato
2016-09-14,Kg,40,50,45.0,Tomato
2015-12-02,Kg,50,60,55.0,Tomato
2014-05-20,Kg,20,25,22.5,Tomato
2015-09-15,Kg,28,35,31.5,Tomato
2019-07-31,Kg,58,62,60.0,Tomato
2018-08-31,Kg,33,36,34.5,Tomato
2019-05-02,Kg,65,70,67.5,Tomato
2013-12-20,Kg,22,26,24.0,Tomato
2020-06-25,Kg,15,20,17.5,Tomato
2017-03-04,Kg,20,25,22.5,Tomato
2017-08-24,Kg,50,55,52.5,Tomato
2020-09-13,Kg,50,60,55.0,Tomato
2013-09-26,Kg,30,35,32.5,Tomato
2020-02-20,Kg,15,20,17.5,Tomato
2018-06-19,Kg,25,30,27.5,Tomato
2019-10-04,Kg,45,50,47.5,Tomato
2016-06-29,Kg,60,70,65.0,Tomato
2013-07-31,Kg,35,40,37.5,Tomato
2019-01-13,Kg,30,35,32.5,Tomato
2017-08-22,Kg,70,75,72.5,Tomato
2014-04-13,Kg,45,50,47.5,Tomato
2018-09-12,Kg,35,40,37.5,Tomato
2014-07-28,Kg,34,38,36.0,Tomato
2019-04-16,Kg,30,35,32.5,Tomato
2016-08-01,Kg,75,80,77.5,Tomato
2019-09-25,Kg,40,50,45.0,Tomato
2021-04-08,Kg,30,40,35.0,Tomato
2017-10-26,Kg,45,50,47.5,Tomato
2017-04-04,Kg,30,35,32.5,Tomato
2015-12-28,Kg,40,50,45.0,Tomato
2016-08-19,Kg,75,80,77.5,Tomato
2017-02-28,Kg,20,25,22.5,Tomato
2017-08-28,Kg,38,43,40.5,Tomato
2016-05-01,Kg,30,42,36.0,Tomato
2014-10-20,Kg,45,50,47.5,Tomato
2015-11-24,Kg,50,60,55.0,Tomato
2016-02-13,Kg,20,25,22.5,Tomato
2019-11-20,Kg,30,35,32.5,Tomato
2020-10-04,Kg,45,50,47.5,Tomato
2015-02-09,Kg,15,20,17.5,Tomato
2020-06-14,Kg,25,30,27.5,Tomato
2014-09-29,Kg,50,55,52.5,Tomato
2014-07-15,Kg,10,15,12.5,Tomato
2018-03-26,Kg,30,35,32.5,Tomato
2018-09-08,Kg,45,50,47.5,Tomato
2016-03-28,Kg,40,45,42.5,Tomato
2015-03-01,Kg,16,20,18.0,Tomato
2018-12-19,Kg,15,20,17.5,Tomato
2018-06-06,Kg,35,40,37.5,Tomato
2017-07-27,Kg,45,50,47.5,Tomato
2017-02-16,Kg,15,20,17.5,Tomato
2016-12-22,Kg,30,40,35.0,Tomato
2019-12-02,Kg,30,35,32.5,Tomato
2015-11-02,Kg,20,30,25.0,Tomato
2020-07-16,Kg,10,15,12.5,Tomato
2017-07-08,Kg,20,25,22.5,Tomato
2014-02-11,Kg,25,30,27.5,Tomato
2020-09-01,Kg,45,50,47.5,Tomato
2015-07-29,Kg,45,55,50.0,Tomato
2018-06-18,Kg,35,40,37.5,Tomato
2016-07-17,Kg,60,65,62.5,Tomato
2020-05-17,Kg,45,50,47.5,Tomato
2015-04-30,Kg,30,35,32.5,Tomato
2018-07-28,Kg,18,25,21.5,Tomato
2018-04-30,Kg,25,30,27.5,Tomato
2014-07-20,Kg,18,20,19.0,Tomato
2015-10-16,Kg,15,25,20.0,Tomato
2019-05-15,Kg,95,100,97.5,Tomato
2020-11-15,Kg,35,40,37.5,Tomato
2020-01-25,Kg,15,20,17.5,Tomato
2015-11-29,Kg,50,65,57.5,Tomato
2017-12-01,Kg,55,60,57.5,Tomato
2021-05-02,Kg,25,30,27.5,Tomato
2016-05-24,Kg,60,70,65.0,Tomato
2013-07-21,Kg,28,32,30.0,Tomato
2020-12-26,Kg,45,55,50.0,Tomato
2021-05-04,Kg,10,15,12.5,Tomato
2018-10-09,Kg,60,68,64.0,Tomato
2015-08-01,Kg,45,54,49.5,Tomato
2014-05-12,Kg,24,28,26.0,Tomato
2021-03-13,Kg,15,20,17.5,Tomato
2016-10-30,Kg,35,45,40.0,Tomato
2020-01-11,Kg,20,25,22.5,Tomato
2017-01-30,Kg,18,24,21.0,Tomato
2017-01-31,Kg,15,25,20.0,Tomato
2016-05-29,Kg,50,60,55.0,Tomato
2019-02-01,Kg,20,25,22.5,Tomato
2020-09-24,Kg,80,85,82.5,Tomato
2017-03-28,Kg,35,40,37.5,Tomato
2021-02-25,Kg,15,20,17.5,Tomato
